prior_type,model,fcr
diffuse,M4*,1.000000
diffuse,M4*,5.401521
diffuse,M4*,6.141218
diffuse,M4*,2.375061
diffuse,M4*,7.123919
diffuse,M4*,2.050347
diffuse,M4*,4.662048
diffuse,M4*,3.819333
diffuse,M4*,1.000000
diffuse,M4*,1.771144
diffuse,M4*,1.322210
diffuse,M4*,3.446634
diffuse,M4*,2.816260
diffuse,M4*,5.631452
diffuse,M4*,1.081785
diffuse,M4*,4.643109
diffuse,M4*,1.604635
diffuse,M4*,4.397609
diffuse,M4*,1.322700
diffuse,M4*,4.164524
diffuse,M4*,1.000000
diffuse,M4*,1.104670
diffuse,M4*,3.119315
diffuse,M4*,1.907988
diffuse,M4*,2.396252
diffuse,M4*,4.051665
diffuse,M4*,1.383594
diffuse,M4*,1.000000
diffuse,M4*,1.181454
diffuse,M4*,3.949021
diffuse,M4*,3.137310
diffuse,M4*,1.000000
diffuse,M4*,1.000000
diffuse,M4*,2.863929
diffuse,M4*,3.431373
diffuse,M4*,1.418768
diffuse,M4*,1.347289
diffuse,M4*,1.000000
diffuse,M4*,4.704835
diffuse,M4*,1.581611
diffuse,M4*,1.227855
diffuse,M4*,4.620740
diffuse,M4*,6.448565
diffuse,M4*,1.000000
diffuse,M4*,3.210412
diffuse,M4*,2.563150
diffuse,M4*,8.296221
diffuse,M4*,6.382844
diffuse,M4*,1.715161
diffuse,M4*,1.401204
diffuse,M4*,6.319927
diffuse,M4*,2.203005
diffuse,M4*,3.509976
diffuse,M4*,3.371458
diffuse,M4*,1.000000
diffuse,M4*,1.980967
diffuse,M4*,2.792742
diffuse,M4*,2.677179
diffuse,M4*,1.730398
diffuse,M4*,4.202019
diffuse,M4*,5.571301
diffuse,M4*,1.633095
diffuse,M4*,1.926637
diffuse,M4*,1.000000
diffuse,M4,4.567733
diffuse,M4,4.029384
diffuse,M4,3.579608
diffuse,M4,3.013302
diffuse,M4,2.366682
diffuse,M4,3.778537
diffuse,M4,1.216307
diffuse,M4,1.480526
diffuse,M4,2.960474
diffuse,M4,2.265893
diffuse,M4,5.258844
diffuse,M4,3.230559
diffuse,M4,1.017633
diffuse,M4,1.631700
diffuse,M4,1.065759
diffuse,M4,2.536074
diffuse,M4,2.187243
diffuse,M4,7.829472
diffuse,M4,9.478664
diffuse,M4,2.941157
diffuse,M4,1.203119
diffuse,M4,2.824918
diffuse,M4,1.730541
diffuse,M4,1.403151
diffuse,M4,3.422063
diffuse,M4,1.561051
diffuse,M4,1.539173
diffuse,M4,2.682466
diffuse,M4,3.619080
diffuse,M4,5.359429
diffuse,M4,2.566167
diffuse,M4,9.266850
diffuse,M4,6.828573
diffuse,M4,4.658153
diffuse,M4,1.981877
diffuse,M4,3.670380
diffuse,M4,4.296320
diffuse,M4,1.479056
diffuse,M4,8.323665
diffuse,M4,1.216940
diffuse,M4,4.552861
diffuse,M4,1.406235
diffuse,M4,3.340217
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,3.011109
diffuse,M4,6.916574
diffuse,M4,1.183623
diffuse,M4,3.712997
diffuse,M4,1.094289
diffuse,M4,2.315019
diffuse,M4,1.158440
diffuse,M4,2.109133
diffuse,M4,2.238448
diffuse,M4,1.105254
diffuse,M4,6.669234
diffuse,M4,2.185926
diffuse,M4,1.342377
diffuse,M4,8.651690
diffuse,M4,1.940449
diffuse,M4,1.136965
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,1.445479
diffuse,M4,3.526666
diffuse,M4,1.033756
diffuse,M4,2.350001
diffuse,M4,6.968544
diffuse,M4,3.429299
diffuse,M4,1.458016
diffuse,M4,1.000000
diffuse,M4,15.190878
diffuse,M4,5.055849
diffuse,M4,1.111409
diffuse,M4,1.000000
diffuse,M4,2.424165
diffuse,M4,3.182949
diffuse,M4,5.585719
diffuse,M4,1.503708
diffuse,M4,1.691238
diffuse,M4,2.476928
diffuse,M4,6.897421
diffuse,M4,1.691015
diffuse,M4,1.000000
diffuse,M4,4.892782
diffuse,M4,1.000000
diffuse,M4,4.156997
diffuse,M4,1.028646
diffuse,M4,2.104536
diffuse,M4,2.475702
diffuse,M4,1.130324
diffuse,M4,1.000000
diffuse,M4,7.127241
diffuse,M4,7.348389
diffuse,M4,1.402205
diffuse,M4,1.271527
diffuse,M4,6.369459
diffuse,M4,1.960157
diffuse,M4,1.020544
diffuse,M4,2.374532
diffuse,M4,1.159189
diffuse,M4,2.368021
diffuse,M4,4.374967
diffuse,M4,1.209461
diffuse,M4,1.563571
diffuse,M4,1.451750
diffuse,M4,4.541781
diffuse,M4,5.233877
diffuse,M4,8.188797
diffuse,M4,1.000000
diffuse,M4,2.408225
diffuse,M4,1.000000
diffuse,M4,1.440702
diffuse,M4,7.002374
diffuse,M4,7.704628
diffuse,M4,1.317568
diffuse,M4,1.186329
diffuse,M4,5.292267
diffuse,M4,2.024798
diffuse,M4,1.000000
diffuse,M4,3.812470
diffuse,M4,2.255531
diffuse,M4,1.788111
diffuse,M4,2.269135
diffuse,M4,1.508412
diffuse,M4,9.246456
diffuse,M4,1.000000
diffuse,M4,1.444585
diffuse,M4,9.099781
diffuse,M4,1.281271
diffuse,M4,3.242531
diffuse,M4,4.610460
diffuse,M4,5.880683
diffuse,M4,4.702488
diffuse,M4,5.828803
diffuse,M4,1.110357
diffuse,M4,1.000000
diffuse,M4,8.843991
diffuse,M4,7.631981
diffuse,M4,1.985356
diffuse,M4,2.962013
diffuse,M4,3.512518
diffuse,M4,3.725293
diffuse,M4,1.438979
diffuse,M4,3.114876
diffuse,M4,1.089767
diffuse,M4,6.647616
diffuse,M4,4.491483
diffuse,M4,9.284250
diffuse,M4,1.566134
diffuse,M4,5.317716
diffuse,M4,3.130636
diffuse,M4,1.241675
diffuse,M4,2.027843
diffuse,M4,1.000000
diffuse,M4,1.941846
diffuse,M4,4.768175
diffuse,M4,1.060710
diffuse,M4,3.490235
diffuse,M4,1.681512
diffuse,M4,1.366795
diffuse,M4,1.000000
diffuse,M4,1.154291
diffuse,M4,1.071686
diffuse,M4,1.718882
diffuse,M4,6.026459
diffuse,M4,1.420114
diffuse,M4,5.361746
diffuse,M4,3.045322
diffuse,M4,4.330332
diffuse,M4,9.021074
diffuse,M4,5.950486
diffuse,M4,2.860741
diffuse,M4,5.293466
diffuse,M4,1.044077
diffuse,M4,1.269532
diffuse,M4,5.973235
diffuse,M4,2.611798
diffuse,M4,3.890856
diffuse,M4,3.209557
diffuse,M4,1.127131
diffuse,M4,1.724288
diffuse,M4,1.000000
diffuse,M4,1.776050
diffuse,M4,2.250289
diffuse,M4,4.350383
diffuse,M4,3.957435
diffuse,M4,5.812703
diffuse,M4,1.115756
diffuse,M4,4.453161
diffuse,M4,1.095631
diffuse,M4,6.733551
diffuse,M4,2.959526
diffuse,M4,2.547177
diffuse,M4,3.390755
diffuse,M4,2.960123
diffuse,M4,5.564297
diffuse,M4,1.000000
diffuse,M4,1.554212
diffuse,M4,1.000000
diffuse,M4,6.681253
diffuse,M4,5.006249
diffuse,M4,1.674356
diffuse,M4,4.255973
diffuse,M4,2.617694
diffuse,M4,1.216679
diffuse,M4,1.364679
diffuse,M4,3.504340
diffuse,M4,1.388525
diffuse,M4,1.055291
diffuse,M4,1.332108
diffuse,M4,1.217971
diffuse,M4,3.628906
diffuse,M4,4.106617
diffuse,M4,1.000000
diffuse,M4,1.278080
diffuse,M4,4.292187
diffuse,M4,5.846207
diffuse,M4,1.147569
diffuse,M4,14.604986
diffuse,M4,1.027858
diffuse,M4,1.823887
diffuse,M4,4.569431
diffuse,M4,3.455681
diffuse,M4,6.899468
diffuse,M4,1.039140
diffuse,M4,1.341413
diffuse,M4,1.004936
diffuse,M4,2.722013
diffuse,M4,6.690536
diffuse,M4,1.594686
diffuse,M4,1.071777
diffuse,M4,1.453114
diffuse,M4,3.004462
diffuse,M4,6.586269
diffuse,M4,1.455514
diffuse,M4,1.871668
diffuse,M4,4.948105
diffuse,M4,1.000000
diffuse,M4,2.731431
diffuse,M4,1.351792
diffuse,M4,2.101052
diffuse,M4,1.065707
diffuse,M4,6.146205
diffuse,M4,5.284480
diffuse,M4,1.275334
diffuse,M4,17.781127
diffuse,M4,1.000000
diffuse,M4,4.414205
diffuse,M4,1.469321
diffuse,M4,4.374042
diffuse,M4,3.051046
diffuse,M4,7.259742
diffuse,M4,1.606460
diffuse,M4,5.280699
diffuse,M4,2.463338
diffuse,M4,3.778723
diffuse,M4,1.000000
diffuse,M4,7.230221
diffuse,M4,2.635697
diffuse,M4,1.030732
diffuse,M4,1.776039
diffuse,M4,2.655019
diffuse,M4,1.019906
diffuse,M4,1.516189
diffuse,M4,1.005177
diffuse,M4,1.248825
diffuse,M4,4.413902
diffuse,M4,2.123648
diffuse,M4,3.264172
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,2.358173
diffuse,M4,9.862389
diffuse,M4,1.019006
diffuse,M4,1.250443
diffuse,M4,5.227071
diffuse,M4,6.662815
diffuse,M4,4.057187
diffuse,M4,4.820205
diffuse,M4,9.313796
diffuse,M4,2.020061
diffuse,M4,12.118483
diffuse,M4,1.478790
diffuse,M4,3.650064
diffuse,M4,1.255227
diffuse,M4,3.611699
diffuse,M4,1.488239
diffuse,M4,10.358084
diffuse,M4,2.067354
diffuse,M4,3.294154
diffuse,M4,4.465108
diffuse,M4,4.214601
diffuse,M4,6.024841
diffuse,M4,2.313712
diffuse,M4,1.000000
diffuse,M4,5.533462
diffuse,M4,2.312485
diffuse,M4,1.109122
diffuse,M4,1.000000
diffuse,M4,6.032697
diffuse,M4,1.217025
diffuse,M4,1.929790
diffuse,M4,1.264954
diffuse,M4,1.737723
diffuse,M4,6.449734
diffuse,M4,1.660480
diffuse,M4,1.000000
diffuse,M4,6.886917
diffuse,M4,1.000000
diffuse,M4,5.997666
diffuse,M4,7.079424
diffuse,M4,3.418885
diffuse,M4,2.925813
diffuse,M4,6.767095
diffuse,M4,3.612514
diffuse,M4,5.912756
diffuse,M4,4.605261
diffuse,M4,3.942891
diffuse,M4,1.000000
diffuse,M4,1.227325
diffuse,M4,3.545662
diffuse,M4,7.306217
diffuse,M4,1.379778
diffuse,M4,6.902448
diffuse,M4,5.269525
diffuse,M4,1.302554
diffuse,M4,2.458380
diffuse,M4,1.916394
diffuse,M4,1.536892
diffuse,M4,8.920296
diffuse,M4,2.358418
diffuse,M4,1.000000
diffuse,M4,1.908788
diffuse,M4,1.535910
diffuse,M4,5.193962
diffuse,M4,1.038673
diffuse,M4,1.688021
diffuse,M4,1.050416
diffuse,M4,2.127052
diffuse,M4,1.274239
diffuse,M4,4.165476
diffuse,M4,4.178464
diffuse,M4,2.860523
diffuse,M4,2.509615
diffuse,M4,4.101246
diffuse,M4,5.460724
diffuse,M4,5.358411
diffuse,M4,3.221962
diffuse,M4,1.547929
diffuse,M4,1.390846
diffuse,M4,1.438973
diffuse,M4,1.000000
diffuse,M4,2.459902
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,3.933860
diffuse,M4,1.100434
diffuse,M4,1.516562
diffuse,M4,1.009445
diffuse,M4,2.860279
diffuse,M4,1.749960
diffuse,M4,1.000000
diffuse,M4,3.345632
diffuse,M4,1.349953
diffuse,M4,1.000000
diffuse,M4,4.751717
diffuse,M4,3.391208
diffuse,M4,2.689558
diffuse,M4,2.064648
diffuse,M4,1.281954
diffuse,M4,1.406663
diffuse,M4,1.120851
diffuse,M4,3.749510
diffuse,M4,1.243154
diffuse,M4,1.021418
diffuse,M4,1.597147
diffuse,M4,2.694733
diffuse,M4,5.472132
diffuse,M4,4.834608
diffuse,M4,2.195976
diffuse,M4,2.918542
diffuse,M4,1.548349
diffuse,M4,3.171031
diffuse,M4,1.131365
diffuse,M4,1.025536
diffuse,M4,1.292974
diffuse,M4,1.169907
diffuse,M4,4.121846
diffuse,M4,8.814360
diffuse,M4,1.396754
diffuse,M4,1.000000
diffuse,M4,10.148766
diffuse,M4,1.520387
diffuse,M4,1.000000
diffuse,M4,1.466514
diffuse,M4,4.159008
diffuse,M4,1.105344
diffuse,M4,3.782308
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,6.736339
diffuse,M4,4.917378
diffuse,M4,7.391762
diffuse,M4,1.616627
diffuse,M4,7.285957
diffuse,M4,1.069119
diffuse,M4,3.379411
diffuse,M4,8.410923
diffuse,M4,3.669074
diffuse,M4,11.777949
diffuse,M4,3.505564
diffuse,M4,1.073419
diffuse,M4,1.537769
diffuse,M4,1.000000
diffuse,M4,5.089614
diffuse,M4,4.086736
diffuse,M4,3.632490
diffuse,M4,4.385822
diffuse,M4,1.020063
diffuse,M4,3.154933
diffuse,M4,4.734769
diffuse,M4,1.000341
diffuse,M4,4.189697
diffuse,M4,2.238090
diffuse,M4,3.786592
diffuse,M4,1.057198
diffuse,M4,1.506010
diffuse,M4,1.174851
diffuse,M4,1.346293
diffuse,M4,1.882297
diffuse,M4,4.145582
diffuse,M4,5.187786
diffuse,M4,3.509852
diffuse,M4,3.118962
diffuse,M4,5.193587
diffuse,M4,1.000000
diffuse,M4,5.428245
diffuse,M4,6.419078
diffuse,M4,4.278135
diffuse,M4,6.624622
diffuse,M4,1.511561
diffuse,M4,1.444401
diffuse,M4,3.227729
diffuse,M4,1.000000
diffuse,M4,2.134558
diffuse,M4,1.426918
diffuse,M4,3.446634
diffuse,M4,2.816260
diffuse,M4,5.080194
diffuse,M4,1.000000
diffuse,M4,7.525786
diffuse,M4,1.604635
diffuse,M4,4.397130
diffuse,M4,1.899080
diffuse,M4,1.889236
diffuse,M4,1.000000
diffuse,M4,1.104670
diffuse,M4,3.119315
diffuse,M4,2.137261
diffuse,M4,2.396252
diffuse,M4,4.314423
diffuse,M4,1.345484
diffuse,M4,1.000000
diffuse,M4,1.837992
diffuse,M4,1.000000
diffuse,M4,6.590550
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,4.936159
diffuse,M4,3.222780
diffuse,M4,1.418768
diffuse,M4,1.347289
diffuse,M4,1.000000
diffuse,M4,4.623724
diffuse,M4,1.052482
diffuse,M4,2.401119
diffuse,M4,4.541821
diffuse,M4,6.413019
diffuse,M4,3.229103
diffuse,M4,1.120768
diffuse,M4,2.290303
diffuse,M4,6.451115
diffuse,M4,1.427642
diffuse,M4,1.715161
diffuse,M4,3.632440
diffuse,M4,6.318790
diffuse,M4,1.616281
diffuse,M4,10.480997
diffuse,M4,3.108108
diffuse,M4,1.000000
diffuse,M4,1.000000
diffuse,M4,2.227152
diffuse,M4,2.732655
diffuse,M4,1.730398
diffuse,M4,2.542831
diffuse,M4,5.824197
diffuse,M4,4.784837
diffuse,M4,1.926637
diffuse,M4,1.000000
diffuse,M3,5.712290
diffuse,M3,4.478927
diffuse,M3,6.086253
diffuse,M3,4.669086
diffuse,M3,11.847674
diffuse,M3,3.089050
diffuse,M3,8.817888
diffuse,M3,5.292290
diffuse,M3,4.583949
diffuse,M3,8.480054
diffuse,M3,3.301453
diffuse,M3,1.597611
diffuse,M3,2.891697
diffuse,M3,7.009439
diffuse,M3,2.081863
diffuse,M3,2.476264
diffuse,M3,12.467928
diffuse,M3,3.936465
diffuse,M3,10.324005
diffuse,M3,4.744933
diffuse,M3,1.203119
diffuse,M3,2.814369
diffuse,M3,1.860004
diffuse,M3,6.179105
diffuse,M3,3.538524
diffuse,M3,6.897387
diffuse,M3,6.013553
diffuse,M3,12.901339
diffuse,M3,7.381255
diffuse,M3,7.749224
diffuse,M3,14.107341
diffuse,M3,11.209646
diffuse,M3,6.449206
diffuse,M3,8.846155
diffuse,M3,6.826110
diffuse,M3,5.592646
diffuse,M3,8.916634
diffuse,M3,2.469899
diffuse,M3,5.670214
diffuse,M3,1.951051
diffuse,M3,9.536298
diffuse,M3,8.333886
diffuse,M3,3.525559
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,8.582766
diffuse,M3,6.257728
diffuse,M3,2.217778
diffuse,M3,5.558697
diffuse,M3,3.318935
diffuse,M3,5.753879
diffuse,M3,2.188929
diffuse,M3,3.233079
diffuse,M3,2.238448
diffuse,M3,1.105254
diffuse,M3,8.051115
diffuse,M3,10.717724
diffuse,M3,1.362530
diffuse,M3,19.294807
diffuse,M3,6.593409
diffuse,M3,2.022148
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,4.501157
diffuse,M3,13.835123
diffuse,M3,1.033756
diffuse,M3,4.943402
diffuse,M3,8.720507
diffuse,M3,5.197392
diffuse,M3,9.779254
diffuse,M3,1.000000
diffuse,M3,27.751852
diffuse,M3,6.655783
diffuse,M3,11.054766
diffuse,M3,1.000000
diffuse,M3,7.379488
diffuse,M3,2.189414
diffuse,M3,8.493982
diffuse,M3,2.661153
diffuse,M3,7.836696
diffuse,M3,6.572181
diffuse,M3,3.185139
diffuse,M3,2.959021
diffuse,M3,1.000000
diffuse,M3,13.208205
diffuse,M3,1.000000
diffuse,M3,6.237753
diffuse,M3,7.644663
diffuse,M3,4.819825
diffuse,M3,3.426194
diffuse,M3,1.753939
diffuse,M3,1.000000
diffuse,M3,12.177784
diffuse,M3,36.782290
diffuse,M3,5.576882
diffuse,M3,2.206356
diffuse,M3,20.505713
diffuse,M3,6.975763
diffuse,M3,1.039149
diffuse,M3,1.984660
diffuse,M3,1.159189
diffuse,M3,2.565490
diffuse,M3,7.743580
diffuse,M3,1.925202
diffuse,M3,2.643500
diffuse,M3,3.676611
diffuse,M3,2.590612
diffuse,M3,7.635585
diffuse,M3,13.905039
diffuse,M3,1.000000
diffuse,M3,17.257473
diffuse,M3,1.000000
diffuse,M3,1.448922
diffuse,M3,11.155504
diffuse,M3,17.435919
diffuse,M3,2.587196
diffuse,M3,3.117683
diffuse,M3,7.492897
diffuse,M3,3.378693
diffuse,M3,1.000000
diffuse,M3,5.458487
diffuse,M3,3.843797
diffuse,M3,1.351113
diffuse,M3,7.510287
diffuse,M3,1.508412
diffuse,M3,11.981101
diffuse,M3,1.000000
diffuse,M3,7.212661
diffuse,M3,17.310422
diffuse,M3,3.629498
diffuse,M3,11.045533
diffuse,M3,11.679803
diffuse,M3,6.418330
diffuse,M3,13.856307
diffuse,M3,1.904043
diffuse,M3,3.553729
diffuse,M3,1.000000
diffuse,M3,9.383809
diffuse,M3,6.754116
diffuse,M3,3.524949
diffuse,M3,4.480859
diffuse,M3,14.597782
diffuse,M3,4.748171
diffuse,M3,3.263018
diffuse,M3,4.727659
diffuse,M3,1.161262
diffuse,M3,1.865519
diffuse,M3,18.373180
diffuse,M3,1.488353
diffuse,M3,1.613018
diffuse,M3,13.255721
diffuse,M3,4.765592
diffuse,M3,1.426855
diffuse,M3,5.168943
diffuse,M3,1.000000
diffuse,M3,1.941846
diffuse,M3,10.265851
diffuse,M3,3.416724
diffuse,M3,7.306275
diffuse,M3,9.931483
diffuse,M3,2.640296
diffuse,M3,1.000000
diffuse,M3,3.321134
diffuse,M3,3.484787
diffuse,M3,15.946069
diffuse,M3,15.733288
diffuse,M3,2.315833
diffuse,M3,12.546876
diffuse,M3,4.735630
diffuse,M3,10.102398
diffuse,M3,25.744417
diffuse,M3,4.273788
diffuse,M3,2.911319
diffuse,M3,5.517377
diffuse,M3,4.389737
diffuse,M3,2.340031
diffuse,M3,5.038821
diffuse,M3,4.034289
diffuse,M3,10.884739
diffuse,M3,11.898305
diffuse,M3,2.321279
diffuse,M3,26.565611
diffuse,M3,1.000000
diffuse,M3,2.040164
diffuse,M3,10.237602
diffuse,M3,3.520828
diffuse,M3,12.805076
diffuse,M3,4.413550
diffuse,M3,25.179481
diffuse,M3,7.538198
diffuse,M3,1.103844
diffuse,M3,13.718188
diffuse,M3,4.748113
diffuse,M3,7.509733
diffuse,M3,4.264268
diffuse,M3,13.674022
diffuse,M3,7.444055
diffuse,M3,1.000000
diffuse,M3,3.422392
diffuse,M3,1.000000
diffuse,M3,12.348580
diffuse,M3,4.216391
diffuse,M3,7.654300
diffuse,M3,8.863116
diffuse,M3,3.506965
diffuse,M3,10.565641
diffuse,M3,1.364679
diffuse,M3,2.008528
diffuse,M3,2.121742
diffuse,M3,4.286764
diffuse,M3,2.160973
diffuse,M3,3.729469
diffuse,M3,6.746488
diffuse,M3,5.253999
diffuse,M3,1.000000
diffuse,M3,2.382364
diffuse,M3,3.433331
diffuse,M3,5.907510
diffuse,M3,6.200138
diffuse,M3,5.478227
diffuse,M3,1.968870
diffuse,M3,11.013682
diffuse,M3,4.431159
diffuse,M3,8.115438
diffuse,M3,9.920927
diffuse,M3,4.148191
diffuse,M3,4.224009
diffuse,M3,1.538531
diffuse,M3,10.841659
diffuse,M3,15.394925
diffuse,M3,7.649031
diffuse,M3,1.221635
diffuse,M3,6.482901
diffuse,M3,3.408581
diffuse,M3,5.807084
diffuse,M3,4.300316
diffuse,M3,8.028607
diffuse,M3,6.237675
diffuse,M3,1.000000
diffuse,M3,7.857840
diffuse,M3,3.021452
diffuse,M3,9.987755
diffuse,M3,1.080536
diffuse,M3,2.517215
diffuse,M3,9.300285
diffuse,M3,1.606724
diffuse,M3,8.650843
diffuse,M3,1.000000
diffuse,M3,4.403532
diffuse,M3,7.787028
diffuse,M3,10.518271
diffuse,M3,4.125064
diffuse,M3,10.079205
diffuse,M3,6.826071
diffuse,M3,2.626556
diffuse,M3,11.972756
diffuse,M3,6.612374
diffuse,M3,1.000000
diffuse,M3,2.781250
diffuse,M3,3.851102
diffuse,M3,3.304881
diffuse,M3,1.776039
diffuse,M3,7.697733
diffuse,M3,2.188671
diffuse,M3,2.787644
diffuse,M3,2.077668
diffuse,M3,2.527126
diffuse,M3,8.467315
diffuse,M3,3.946785
diffuse,M3,6.996902
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,5.693562
diffuse,M3,14.771299
diffuse,M3,2.399158
diffuse,M3,2.954744
diffuse,M3,11.382692
diffuse,M3,13.726032
diffuse,M3,8.420007
diffuse,M3,18.129439
diffuse,M3,18.992577
diffuse,M3,4.885023
diffuse,M3,1.526624
diffuse,M3,1.478790
diffuse,M3,3.552893
diffuse,M3,3.224703
diffuse,M3,6.967311
diffuse,M3,2.043214
diffuse,M3,13.514522
diffuse,M3,2.067431
diffuse,M3,6.656992
diffuse,M3,5.741480
diffuse,M3,3.485871
diffuse,M3,8.084200
diffuse,M3,4.186880
diffuse,M3,1.000000
diffuse,M3,10.083697
diffuse,M3,2.695111
diffuse,M3,4.006334
diffuse,M3,1.000000
diffuse,M3,13.142125
diffuse,M3,4.297173
diffuse,M3,1.934648
diffuse,M3,1.883456
diffuse,M3,4.880355
diffuse,M3,19.679946
diffuse,M3,5.352022
diffuse,M3,1.000000
diffuse,M3,11.181606
diffuse,M3,1.000000
diffuse,M3,5.018538
diffuse,M3,7.942679
diffuse,M3,2.389635
diffuse,M3,2.322812
diffuse,M3,9.994849
diffuse,M3,1.758518
diffuse,M3,16.937375
diffuse,M3,3.358766
diffuse,M3,5.660576
diffuse,M3,1.000000
diffuse,M3,8.674745
diffuse,M3,2.285364
diffuse,M3,3.142238
diffuse,M3,5.543135
diffuse,M3,6.457017
diffuse,M3,9.473555
diffuse,M3,3.190052
diffuse,M3,2.168151
diffuse,M3,2.127573
diffuse,M3,2.745314
diffuse,M3,16.442728
diffuse,M3,14.750035
diffuse,M3,1.000000
diffuse,M3,1.469286
diffuse,M3,29.868436
diffuse,M3,7.114850
diffuse,M3,1.859305
diffuse,M3,1.688021
diffuse,M3,1.994930
diffuse,M3,16.140807
diffuse,M3,1.035216
diffuse,M3,9.863470
diffuse,M3,6.728797
diffuse,M3,2.232044
diffuse,M3,12.274471
diffuse,M3,3.864310
diffuse,M3,7.989027
diffuse,M3,11.348518
diffuse,M3,3.431039
diffuse,M3,15.617822
diffuse,M3,2.548591
diffuse,M3,1.739854
diffuse,M3,1.000000
diffuse,M3,12.806525
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,4.336190
diffuse,M3,8.976303
diffuse,M3,4.708365
diffuse,M3,3.421571
diffuse,M3,4.601303
diffuse,M3,4.831418
diffuse,M3,1.000000
diffuse,M3,7.497392
diffuse,M3,5.609706
diffuse,M3,1.000000
diffuse,M3,8.758212
diffuse,M3,2.765212
diffuse,M3,6.827506
diffuse,M3,5.572798
diffuse,M3,4.430857
diffuse,M3,8.504172
diffuse,M3,1.120851
diffuse,M3,9.112975
diffuse,M3,5.617117
diffuse,M3,3.861252
diffuse,M3,4.494031
diffuse,M3,2.219110
diffuse,M3,23.100208
diffuse,M3,5.369967
diffuse,M3,2.219107
diffuse,M3,6.410804
diffuse,M3,20.285772
diffuse,M3,4.705880
diffuse,M3,1.549921
diffuse,M3,2.463629
diffuse,M3,11.070624
diffuse,M3,2.029025
diffuse,M3,6.697589
diffuse,M3,15.096519
diffuse,M3,7.669858
diffuse,M3,1.000000
diffuse,M3,6.901934
diffuse,M3,2.311611
diffuse,M3,1.000000
diffuse,M3,2.439472
diffuse,M3,35.596231
diffuse,M3,8.657622
diffuse,M3,5.579529
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,11.298441
diffuse,M3,3.934224
diffuse,M3,13.369893
diffuse,M3,3.925450
diffuse,M3,5.207403
diffuse,M3,6.447006
diffuse,M3,14.674079
diffuse,M3,7.537705
diffuse,M3,11.024872
diffuse,M3,12.661637
diffuse,M3,20.195443
diffuse,M3,1.073419
diffuse,M3,2.071620
diffuse,M3,1.000000
diffuse,M3,8.268853
diffuse,M3,8.100706
diffuse,M3,4.771887
diffuse,M3,7.172894
diffuse,M3,2.344630
diffuse,M3,6.717075
diffuse,M3,8.673638
diffuse,M3,6.713653
diffuse,M3,6.286726
diffuse,M3,6.082903
diffuse,M3,8.550151
diffuse,M3,1.488617
diffuse,M3,2.069610
diffuse,M3,5.546629
diffuse,M3,1.357284
diffuse,M3,5.586201
diffuse,M3,3.103227
diffuse,M3,4.366035
diffuse,M3,7.128701
diffuse,M3,6.867637
diffuse,M3,4.219743
diffuse,M3,1.000000
diffuse,M3,11.150553
diffuse,M3,9.230726
diffuse,M3,8.096697
diffuse,M3,5.523898
diffuse,M3,6.784584
diffuse,M3,4.669038
diffuse,M3,5.855899
diffuse,M3,1.000000
diffuse,M3,7.921872
diffuse,M3,4.771898
diffuse,M3,7.381648
diffuse,M3,2.533247
diffuse,M3,11.793847
diffuse,M3,1.000000
diffuse,M3,11.050025
diffuse,M3,2.842316
diffuse,M3,5.498999
diffuse,M3,5.213118
diffuse,M3,5.488963
diffuse,M3,1.000000
diffuse,M3,4.568790
diffuse,M3,2.755357
diffuse,M3,11.076639
diffuse,M3,5.064309
diffuse,M3,5.835821
diffuse,M3,8.506694
diffuse,M3,1.000000
diffuse,M3,2.730556
diffuse,M3,1.000000
diffuse,M3,9.082491
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,8.413620
diffuse,M3,4.309942
diffuse,M3,1.421717
diffuse,M3,9.021197
diffuse,M3,1.000000
diffuse,M3,6.658300
diffuse,M3,2.780390
diffuse,M3,3.019646
diffuse,M3,4.528092
diffuse,M3,8.699495
diffuse,M3,4.598551
diffuse,M3,1.834794
diffuse,M3,9.053763
diffuse,M3,14.268217
diffuse,M3,6.400437
diffuse,M3,8.853783
diffuse,M3,5.347764
diffuse,M3,6.606469
diffuse,M3,3.107784
diffuse,M3,11.731934
diffuse,M3,5.226931
diffuse,M3,1.000000
diffuse,M3,1.000000
diffuse,M3,12.177872
diffuse,M3,4.106697
diffuse,M3,16.166951
diffuse,M3,4.597908
diffuse,M3,12.737214
diffuse,M3,7.292473
diffuse,M3,2.753172
diffuse,M3,1.000000
diffuse,H_d,8.132629
diffuse,H_d,6.408488
diffuse,H_d,14.713636
diffuse,H_d,6.861273
diffuse,H_d,4.413399
diffuse,H_d,8.783026
