prior_type,model,fcr
moderate,M3,5.829182
moderate,M3,2.241645
moderate,M3,8.512074
moderate,M3,13.454432
moderate,M3,3.832251
moderate,M3,11.500441
moderate,M3,1.000000
moderate,M3,7.106631
moderate,M3,1.395218
moderate,M3,8.734723
moderate,M3,8.869526
moderate,M3,2.639047
moderate,M3,5.014319
moderate,M3,5.077032
moderate,M3,4.062523
moderate,M3,3.081391
moderate,M3,5.892907
moderate,M3,7.328071
moderate,M3,1.723426
moderate,M3,1.262612
moderate,M3,14.467246
moderate,M3,1.790724
moderate,M3,3.885322
moderate,M3,5.091610
moderate,M3,4.889507
moderate,M3,6.343085
moderate,M3,6.421795
moderate,M3,2.260636
moderate,M3,1.000000
moderate,M3,2.521565
moderate,M3,4.784358
moderate,M3,3.425642
moderate,M3,5.962294
moderate,M3,1.082560
moderate,M3,4.555442
moderate,M3,10.202421
moderate,M3,21.512562
moderate,M3,2.902595
moderate,M3,15.814163
moderate,M3,2.995303
moderate,M3,2.928046
moderate,M3,4.302031
moderate,M3,2.238215
moderate,M3,6.199560
moderate,M3,10.614596
moderate,M3,2.212439
moderate,M3,10.199958
moderate,M3,11.041709
moderate,M3,4.325480
moderate,M3,5.407255
moderate,M3,1.929761
moderate,M3,1.728242
moderate,M3,5.898156
moderate,M3,1.921832
moderate,M3,10.399868
moderate,M3,3.270158
moderate,M3,6.802610
moderate,M3,4.933924
moderate,M3,7.934521
moderate,M3,3.951175
moderate,M3,14.314040
moderate,M3,15.312081
moderate,M3,8.368184
moderate,M3,3.337671
moderate,M3,2.628246
moderate,M3,5.466991
moderate,M3,1.779483
moderate,M3,2.794109
moderate,M3,8.985840
moderate,M3,3.820421
moderate,M3,1.650546
moderate,M3,6.428756
moderate,M3,10.419666
moderate,M3,1.000000
moderate,M3,1.000000
moderate,M3,1.000000
moderate,M3,6.612080
moderate,M3,1.000000
moderate,M3,1.000000
moderate,M3,5.049948
moderate,M3,11.394366
moderate,M3,4.254721
moderate,M3,1.051006
moderate,M3,8.505353
moderate,M3,5.208017
moderate,M3,3.706864
moderate,M3,2.188265
moderate,M3,5.442537
moderate,M3,6.411035
moderate,M3,5.654742
moderate,M3,1.000000
moderate,M3,2.936945
moderate,M3,6.494706
moderate,M3,9.442404
moderate,M3,2.072100
moderate,M3,6.338606
moderate,M3,14.359928
moderate,M3,12.551687
moderate,M3,10.131988
moderate,M3,10.753740
moderate,M3,8.709316
moderate,M3,6.697721
moderate,M3,6.885247
moderate,M3,4.245237
moderate,M3,4.869251
moderate,M3,2.703530
moderate,M3,22.640962
moderate,M3,5.706257
moderate,M3,11.794186
moderate,M3,6.515334
moderate,M3,6.998426
moderate,M3,1.830228
moderate,M3,8.778216
moderate,M3,1.132520
moderate,M3,9.396580
moderate,M3,3.488025
moderate,M3,7.006757
moderate,M3,1.646820
moderate,M3,4.751332
moderate,M3,9.899264
moderate,M3,12.138981
moderate,M3,11.734825
moderate,M3,4.295454
moderate,M3,1.000000
moderate,M3,5.149609
moderate,M3,29.244391
moderate,M3,9.949266
moderate,M3,10.334105
moderate,M3,5.037905
moderate,M3,1.000000
moderate,M3,2.990088
moderate,M3,2.969801
moderate,M3,4.289698
moderate,M3,4.187055
moderate,M3,5.178541
moderate,M3,4.721364
moderate,M3,7.250070
moderate,M3,2.854070
moderate,M3,3.523630
moderate,M3,4.468013
moderate,M3,2.086271
moderate,M3,9.559772
moderate,M3,7.511557
moderate,M3,11.155482
moderate,M3,12.457239
moderate,M3,9.874703
moderate,M3,7.211492
moderate,H_d,4.158059
moderate,H_d,6.462173
moderate,H_d,10.018309
moderate,H_d,6.167463
moderate,H_d,6.120042
moderate,H_d,6.187231
moderate,H_d,8.627514
moderate,H_d,7.262250
moderate,H_d,3.647292
moderate,H_d,9.541067
moderate,H_d,9.552805
moderate,H_d,10.761485
moderate,H_d,3.963299
moderate,H_d,6.426062
moderate,H_d,6.263979
moderate,H_d,9.172916
moderate,H_d,2.180315
moderate,H_d,9.195007
moderate,H_d,9.619481
moderate,H_d,8.856335
moderate,H_d,5.017363
moderate,H_d,4.342089
moderate,H_d,7.184187
moderate,H_d,5.329733
moderate,H_d,1.000000
moderate,H_d,9.104543
moderate,H_d,7.286574
moderate,H_d,9.044086
moderate,H_d,5.590342
moderate,H_d,1.932363
moderate,H_d,12.043260
moderate,H_d,1.977775
moderate,H_d,7.277183
moderate,H_d,8.792090
moderate,H_d,2.942402
moderate,H_d,2.865158
moderate,H_d,14.367526
moderate,H_d,6.957856
moderate,H_d,2.632344
moderate,H_d,3.389192
moderate,H_d,1.000000
moderate,H_d,4.968929
moderate,H_d,20.222255
moderate,H_d,3.697915
moderate,H_d,8.645776
moderate,H_d,3.111927
moderate,H_d,4.227117
moderate,H_d,9.889888
moderate,H_d,9.872594
moderate,H_d,8.732213
moderate,H_d,10.913135
moderate,H_d,6.080631
moderate,H_d,10.001749
moderate,H_d,7.389019
moderate,H_d,6.457358
moderate,H_d,4.750207
moderate,H_d,5.929845
moderate,H_d,11.148523
moderate,H_d,7.665715
moderate,H_d,8.227984
moderate,H_d,3.325007
moderate,H_d,4.122356
moderate,H_d,4.937297
moderate,H_d,5.280846
moderate,H_d,9.508006
moderate,H_d,7.405543
moderate,H_d,5.417118
moderate,H_d,8.370355
moderate,H_d,1.000000
moderate,H_d,4.683905
moderate,H_d,3.621029
moderate,H_d,8.886035
moderate,H_d,5.083347
moderate,H_d,1.000000
moderate,H_d,6.128183
moderate,H_d,8.824533
moderate,H_d,11.838937
moderate,H_d,7.468311
moderate,H_d,7.378456
moderate,H_d,5.300772
moderate,H_d,6.325810
moderate,H_d,7.265447
moderate,H_d,5.442364
moderate,H_d,8.610362
moderate,H_d,1.000000
moderate,H_d,3.835566
moderate,H_d,11.155207
moderate,H_d,5.565331
moderate,H_d,7.407383
moderate,H_d,4.392342
moderate,H_d,6.727693
moderate,H_d,1.000000
moderate,H_d,5.540665
moderate,H_d,10.393411
moderate,H_d,2.520149
moderate,H_d,16.228805
moderate,H_d,13.546791
moderate,H_d,5.942575
moderate,H_d,2.413588
moderate,H_d,11.702061
moderate,H_d,5.042768
moderate,H_d,3.472607
moderate,H_d,8.053498
moderate,H_d,1.107920
moderate,H_d,4.423087
moderate,H_d,7.642046
moderate,H_d,7.068976
moderate,H_d,7.817562
moderate,H_d,8.348379
moderate,H_d,7.437881
moderate,H_d,3.200764
moderate,H_d,12.466082
moderate,H_d,9.645178
moderate,H_d,12.099857
moderate,H_d,12.376614
moderate,H_d,11.821801
moderate,H_d,5.722197
moderate,H_d,10.642171
moderate,H_d,7.591704
moderate,H_d,5.730673
moderate,H_d,9.240415
moderate,H_d,10.383581
moderate,H_d,3.059340
moderate,H_d,8.172125
moderate,H_d,10.689466
moderate,H_d,7.882740
moderate,H_d,7.536337
moderate,H_d,1.000000
moderate,H_d,8.108746
moderate,H_d,7.795679
moderate,H_d,6.223966
moderate,H_d,5.848603
moderate,H_d,11.079351
moderate,H_d,8.071829
moderate,H_d,7.579084
moderate,H_d,2.358951
moderate,H_d,8.943113
moderate,H_d,6.453118
moderate,H_d,7.944076
moderate,H_d,5.098932
moderate,H_d,1.000000
moderate,H_d,6.199923
moderate,H_d,8.127781
moderate,H_d,6.725247
moderate,H_d,7.223981
moderate,H_d,2.547914
moderate,H_d,1.000000
moderate,H_d,10.118429
moderate,H_d,11.897191
moderate,H_d,6.719168
moderate,H_d,6.892183
moderate,H_d,2.323292
moderate,H_d,9.251722
moderate,H_d,7.058306
moderate,H_d,2.172442
moderate,H_d,9.652353
moderate,H_d,10.107299
moderate,H_d,10.784816
moderate,H_d,8.602088
moderate,H_d,13.292886
moderate,H_d,6.102978
moderate,H_d,5.064350
moderate,H_d,2.953457
moderate,H_d,8.698291
moderate,H_d,15.969144
moderate,H_d,9.530837
moderate,H_d,5.588993
moderate,H_d,8.870211
moderate,H_d,10.791605
moderate,H_d,12.675031
moderate,H_d,7.931231
moderate,H_d,1.773641
moderate,H_d,4.765982
moderate,H_d,10.141860
moderate,H_d,2.103196
moderate,H_d,10.226385
moderate,H_d,4.591010
moderate,H_d,8.701757
moderate,H_d,4.682482
moderate,H_d,1.000000
moderate,H_d,5.879686
moderate,H_d,3.754434
moderate,H_d,14.453114
moderate,H_d,5.680925
moderate,H_d,3.954107
moderate,H_d,6.315902
moderate,H_d,2.584537
moderate,H_d,4.888735
moderate,H_d,10.916170
moderate,H_d,8.801834
moderate,H_d,5.382769
moderate,H_d,4.977777
moderate,H_d,9.584530
moderate,H_d,5.514650
moderate,H_d,6.393756
moderate,H_d,5.872095
moderate,H_d,8.103594
moderate,H_d,2.327932
moderate,H_d,2.816310
moderate,H_d,5.263197
moderate,H_d,4.768826
moderate,H_d,2.304395
moderate,H_d,7.583362
moderate,H_d,3.579485
moderate,H_d,6.387665
moderate,H_d,12.685839
moderate,H_d,1.000000
moderate,H_d,7.010832
moderate,H_d,6.939479
moderate,H_d,11.181875
moderate,H_d,2.408969
moderate,H_d,10.478623
moderate,H_d,6.957342
moderate,H_d,9.977477
moderate,H_d,13.381820
moderate,H_d,11.345052
moderate,H_d,4.941279
moderate,H_d,4.268897
moderate,H_d,7.122397
moderate,H_d,15.963495
moderate,H_d,2.968921
moderate,H_d,4.724860
moderate,H_d,2.164052
moderate,H_d,8.847013
moderate,H_d,9.744170
moderate,H_d,1.000000
moderate,H_d,4.538031
moderate,H_d,8.010865
moderate,H_d,3.214854
moderate,H_d,13.535144
moderate,H_d,7.617391
moderate,H_d,6.363920
moderate,H_d,4.357147
moderate,H_d,4.279552
moderate,H_d,12.607690
moderate,H_d,2.832107
moderate,H_d,3.570414
moderate,H_d,2.015215
moderate,H_d,13.443028
moderate,H_d,9.065425
moderate,H_d,11.214146
moderate,H_d,15.903141
moderate,H_d,4.902697
moderate,H_d,9.029725
moderate,H_d,7.728320
moderate,H_d,2.706101
moderate,H_d,1.576613
moderate,H_d,9.696785
moderate,H_d,4.254954
moderate,H_d,8.161882
moderate,H_d,3.188681
moderate,H_d,4.825281
moderate,H_d,4.328263
moderate,H_d,7.711444
moderate,H_d,18.948718
moderate,H_d,2.683445
moderate,H_d,9.848264
moderate,H_d,9.075578
moderate,H_d,8.463170
moderate,H_d,8.405679
moderate,H_d,1.000000
moderate,H_d,14.774167
moderate,H_d,9.509993
moderate,H_d,5.348957
moderate,H_d,9.226941
moderate,H_d,14.052690
moderate,H_d,6.810363
moderate,H_d,8.749762
moderate,H_d,13.765455
moderate,H_d,12.328920
moderate,H_d,13.360008
moderate,H_d,1.000000
moderate,H_d,5.844004
moderate,H_d,3.007607
moderate,H_d,10.882896
moderate,H_d,5.864686
moderate,H_d,10.557419
moderate,H_d,9.485081
moderate,H_d,6.158855
moderate,H_d,5.178660
moderate,H_d,8.140763
moderate,H_d,4.098687
moderate,H_d,2.880795
moderate,H_d,10.181101
moderate,H_d,6.282269
moderate,H_d,2.799704
moderate,H_d,5.987971
moderate,H_d,6.322378
moderate,H_d,4.811036
moderate,H_d,5.549720
moderate,H_d,7.525895
moderate,H_d,7.949275
moderate,H_d,13.046486
moderate,H_d,2.070115
moderate,H_d,6.972876
moderate,H_d,12.643689
moderate,H_d,9.845328
moderate,H_d,8.853099
moderate,H_d,8.077717
moderate,H_d,5.260553
moderate,H_d,7.584193
moderate,H_d,1.000000
moderate,H_d,7.921100
moderate,H_d,11.047828
moderate,H_d,1.000000
moderate,H_d,12.042080
moderate,H_d,6.737589
moderate,H_d,7.159354
moderate,H_d,6.989225
moderate,H_d,9.304876
moderate,H_d,4.863574
moderate,H_d,12.113094
moderate,H_d,13.184562
moderate,H_d,7.609953
moderate,H_d,9.138807
moderate,H_d,2.539300
moderate,H_d,3.274759
moderate,H_d,4.228491
moderate,H_d,2.071233
moderate,H_d,5.347820
moderate,H_d,7.833747
moderate,H_d,15.162713
moderate,H_d,7.125246
moderate,H_d,8.610744
moderate,H_d,4.570071
moderate,H_d,5.108803
moderate,H_d,3.478185
moderate,H_d,8.696181
moderate,H_d,4.544947
moderate,H_d,1.927066
moderate,H_d,6.274327
moderate,H_d,15.869091
moderate,H_d,3.325180
moderate,H_d,9.110420
moderate,H_d,5.280932
moderate,H_d,1.808717
moderate,H_d,2.733366
moderate,H_d,4.157147
moderate,H_d,9.132888
moderate,H_d,8.853570
moderate,H_d,8.659910
moderate,H_d,2.329448
moderate,H_d,9.610227
moderate,H_d,12.241459
moderate,H_d,10.849766
moderate,H_d,5.817364
moderate,H_d,3.654006
moderate,H_d,1.652053
moderate,H_d,6.793627
moderate,H_d,6.928236
moderate,H_d,13.658982
moderate,H_d,7.383340
moderate,H_d,5.038591
moderate,H_d,9.430204
moderate,H_d,6.898601
moderate,H_d,12.708524
moderate,H_d,14.954331
moderate,H_d,8.391904
moderate,H_d,5.204483
moderate,H_d,4.029364
moderate,H_d,7.842877
moderate,H_d,3.694632
moderate,H_d,11.387044
moderate,H_d,13.822155
moderate,H_d,6.197385
moderate,H_d,5.792027
moderate,H_d,7.450647
moderate,H_d,6.610968
moderate,H_d,4.822244
moderate,H_d,5.892907
moderate,H_d,9.990147
moderate,H_d,5.289874
moderate,H_d,1.262612
moderate,H_d,20.286917
moderate,H_d,6.585101
moderate,H_d,5.942907
moderate,H_d,8.293332
moderate,H_d,6.529224
moderate,H_d,9.521037
moderate,H_d,9.190334
moderate,H_d,3.885279
moderate,H_d,3.957884
moderate,H_d,2.521565
moderate,H_d,8.457480
moderate,H_d,8.953651
moderate,H_d,5.457134
moderate,H_d,2.324785
moderate,H_d,2.844330
moderate,H_d,1.980193
moderate,H_d,1.000000
moderate,H_d,9.321604
moderate,H_d,9.073729
moderate,H_d,4.392583
moderate,H_d,2.928046
moderate,H_d,4.302031
moderate,H_d,4.042565
moderate,H_d,5.564351
moderate,H_d,8.137670
moderate,H_d,6.692214
moderate,H_d,10.199958
moderate,H_d,10.251419
moderate,H_d,9.562367
moderate,H_d,2.109354
moderate,H_d,1.929761
moderate,H_d,5.788630
moderate,H_d,6.842186
moderate,H_d,3.234815
moderate,H_d,9.952040
moderate,H_d,5.835012
moderate,H_d,7.119538
moderate,H_d,7.843637
moderate,H_d,15.553844
moderate,H_d,6.740249
moderate,H_d,7.615258
moderate,H_d,11.347621
moderate,H_d,8.139538
moderate,H_d,5.040320
moderate,H_d,2.628246
moderate,H_d,12.662324
moderate,H_d,1.779483
moderate,H_d,7.659583
moderate,H_d,7.837448
moderate,H_d,5.534554
moderate,H_d,3.373182
moderate,H_d,7.359812
moderate,H_d,16.669241
moderate,H_d,1.000000
moderate,H_d,1.660411
moderate,H_d,1.626133
moderate,H_d,4.154741
moderate,H_d,1.000000
moderate,H_d,1.952636
moderate,H_d,5.626062
moderate,H_d,8.952832
moderate,H_d,9.072607
moderate,H_d,3.023005
moderate,H_d,11.686563
moderate,H_d,4.125973
moderate,H_d,6.435213
moderate,H_d,7.504528
moderate,H_d,6.604459
moderate,H_d,2.801589
moderate,H_d,9.182730
moderate,H_d,2.403716
moderate,H_d,9.036905
moderate,H_d,11.575746
moderate,H_d,11.441049
moderate,H_d,2.072100
moderate,H_d,9.888987
moderate,H_d,6.018785
moderate,H_d,8.464208
moderate,H_d,1.000000
moderate,H_d,11.171280
moderate,H_d,7.580122
moderate,H_d,6.974964
moderate,H_d,6.885247
moderate,H_d,8.061737
moderate,H_d,7.152139
moderate,H_d,4.621018
moderate,H_d,7.877456
moderate,H_d,10.561344
moderate,H_d,13.191773
moderate,H_d,5.244735
moderate,H_d,7.731632
moderate,H_d,13.582635
moderate,H_d,7.654060
moderate,H_d,2.297139
moderate,H_d,10.779756
moderate,H_d,7.008183
moderate,H_d,12.094309
moderate,H_d,3.109628
moderate,H_d,6.430826
moderate,H_d,5.468592
moderate,H_d,6.990778
moderate,H_d,1.000000
moderate,H_d,8.852653
moderate,H_d,5.451204
moderate,H_d,5.149609
moderate,H_d,2.644503
moderate,H_d,8.530701
moderate,H_d,7.767282
moderate,H_d,5.463648
moderate,H_d,3.984426
moderate,H_d,5.935851
moderate,H_d,5.238163
moderate,H_d,10.278030
moderate,H_d,8.079170
moderate,H_d,9.638240
moderate,H_d,2.584434
moderate,H_d,8.372021
moderate,H_d,8.151136
moderate,H_d,10.298585
moderate,H_d,8.222241
moderate,H_d,2.086271
moderate,H_d,11.092511
moderate,H_d,5.029058
moderate,H_d,8.602100
moderate,H_d,7.501760
moderate,H_d,7.310116
moderate,H_d,12.320659
moderate,M1,17.357188
moderate,M1,9.872605
moderate,M1,9.848356
moderate,M1,25.192273
moderate,M1,11.199033
moderate,M1,10.223159
moderate,M1,21.108524
moderate,M1,14.290672
moderate,M1,34.769241
moderate,M1,1.000000
moderate,M1,33.404997
moderate,M1,1.532412
moderate,M1,9.038696
moderate,M1,15.901872
moderate,M1,21.082497
moderate,M1,7.514328
moderate,M1,22.566576
moderate,M1,13.044808
moderate,M1,2.842594
moderate,M1,16.808472
moderate,M1,12.242725
moderate,M1,41.655645
moderate,M1,4.411417
moderate,M1,1.599370
moderate,M1,45.843682
moderate,M1,24.168073
moderate,M1,17.226610
moderate,M1,22.909231
moderate,M1,20.093214
moderate,M1,73.552543
moderate,M1,1.695049
moderate,M1,33.764105
moderate,M1,9.833058
moderate,M1,5.214022
moderate,M1,19.028581
moderate,M1,7.205855
moderate,M1,20.018336
moderate,M1,3.571809
moderate,M1,20.481687
moderate,M1,26.609498
moderate,M1,73.969123
moderate,M1,26.962383
moderate,M1,1.000000
moderate,M1,30.651266
moderate,M1,8.449740
moderate,M1,3.471475
moderate,M1,6.626636
moderate,M1,9.902672
moderate,M1,12.540563
moderate,M1,10.476303
moderate,M1,3.398854
moderate,M1,36.481643
moderate,M1,1.910923
moderate,M1,10.211198
moderate,M1,33.827998
moderate,M1,8.364224
moderate,M1,8.858653
moderate,M1,6.124375
moderate,M1,59.944411
moderate,M1,6.203306
moderate,M1,24.442687
moderate,M1,1.000000
moderate,M1,14.844311
moderate,M1,48.036474
moderate,M1,8.403882
moderate,M1,13.689053
moderate,M1,9.131910
moderate,M1,17.536296
moderate,M1,17.408265
moderate,M1,36.350578
moderate,M1,14.956862
moderate,M1,24.157037
moderate,M1,14.377870
moderate,M1,12.633359
moderate,M1,19.710503
moderate,M1,14.972881
moderate,M1,7.009256
moderate,M1,35.627890
moderate,M1,4.816564
moderate,M1,38.834560
moderate,M1,8.362051
moderate,M1,10.806338
moderate,M1,19.528519
moderate,M1,4.155950
moderate,M1,47.518815
moderate,M1,1.570580
moderate,M1,5.357485
moderate,M1,23.387417
moderate,M1,24.615246
moderate,M1,9.225974
moderate,M1,20.452304
moderate,M1,1.000000
moderate,M1,20.329422
moderate,M1,2.479547
moderate,M1,13.308217
moderate,M1,16.826587
moderate,M1,19.993983
moderate,M1,17.878273
moderate,M1,41.883503
moderate,M1,15.937273
moderate,M1,31.888647
moderate,M1,22.211235
moderate,M1,14.380734
moderate,M1,31.959414
moderate,M1,40.390931
moderate,M1,25.226525
moderate,M1,20.751282
moderate,M1,18.814934
moderate,M1,20.414926
moderate,M1,48.921673
moderate,M1,13.281421
moderate,M1,10.332971
moderate,M1,14.077952
moderate,M1,14.313283
moderate,M1,6.713278
moderate,M1,13.607058
moderate,M1,25.223699
moderate,M1,4.309023
moderate,M1,12.187150
moderate,M1,10.760030
moderate,M1,11.487468
moderate,M1,9.284276
moderate,M1,6.185390
moderate,M1,19.409167
moderate,M1,19.359501
moderate,M1,11.563767
moderate,M1,12.586271
moderate,M1,42.994672
moderate,M1,5.516475
moderate,M1,12.784585
moderate,M1,16.809774
moderate,M1,15.620954
moderate,M1,13.444897
moderate,M1,7.916207
moderate,M1,2.625024
moderate,M1,10.966948
moderate,M1,8.390612
moderate,M1,28.307046
moderate,M1,3.259611
moderate,M1,17.045508
moderate,M1,82.338422
moderate,M1,34.071346
moderate,M1,7.409434
moderate,M1,4.180680
moderate,M1,19.565715
moderate,M1,62.171418
moderate,M1,5.728154
moderate,M1,20.492371
moderate,M1,9.027124
moderate,M1,12.819886
moderate,M1,3.869221
moderate,M1,2.323253
moderate,M1,12.522333
moderate,M1,17.231113
moderate,M1,14.641791
moderate,M1,1.614948
moderate,M1,1.521403
moderate,M1,14.147128
moderate,M1,40.305499
moderate,M1,1.439057
moderate,M1,21.498718
moderate,M1,3.166117
moderate,M1,12.441408
moderate,M1,22.699038
moderate,M1,6.017323
moderate,M1,3.618510
moderate,M1,31.909786
moderate,M1,6.218439
moderate,M1,32.157672
moderate,M1,13.329816
moderate,M1,10.486522
moderate,M1,11.511910
moderate,M1,26.951676
moderate,M1,10.209781
moderate,M1,17.471589
moderate,M1,7.635281
moderate,M1,5.838329
moderate,M1,18.039925
moderate,M1,29.076523
moderate,M1,32.554669
moderate,M1,12.650052
moderate,M1,1.508114
moderate,M1,23.972454
moderate,M1,82.367147
moderate,M1,33.578969
moderate,M1,35.319786
moderate,M1,13.509621
moderate,M1,1.107554
moderate,M1,7.577595
moderate,M1,3.493207
moderate,M1,1.000000
moderate,M1,3.352997
moderate,M1,5.862548
moderate,M1,10.288615
moderate,M1,25.781539
moderate,M1,36.851959
moderate,M1,10.211615
moderate,M1,21.617371
moderate,M1,47.179369
moderate,M1,11.521456
moderate,M1,38.100990
moderate,M1,23.065462
moderate,M1,2.549667
moderate,M1,42.302677
moderate,M1,26.502223
moderate,M1,15.943895
moderate,M1,59.981388
moderate,M1,9.266238
moderate,M1,4.727246
moderate,M1,9.452390
moderate,M1,19.547765
moderate,M1,46.332268
moderate,M1,28.334910
moderate,M1,4.405344
moderate,M1,9.511475
moderate,M1,51.459973
moderate,M1,6.457656
moderate,M1,42.742552
moderate,M1,29.833531
moderate,M1,7.469251
moderate,M1,14.690138
moderate,M1,1.365788
moderate,M1,22.522776
moderate,M1,16.761653
moderate,M1,2.170656
moderate,M1,5.044620
moderate,M1,38.472307
moderate,M1,7.419984
moderate,M1,21.496915
moderate,M1,19.318557
moderate,M1,19.957481
moderate,M1,36.729565
moderate,M1,5.217409
moderate,M1,48.802453
moderate,M1,11.894925
moderate,M1,3.101048
moderate,M1,20.242262
moderate,M1,41.474287
moderate,M1,7.492943
moderate,M1,1.299899
moderate,M1,5.793508
moderate,M1,4.767937
moderate,M1,6.604695
moderate,M1,7.838966
moderate,M1,13.295572
moderate,M1,95.573696
moderate,M1,1.000000
moderate,M1,12.028450
moderate,M1,49.008436
moderate,M1,14.878243
moderate,M1,27.642849
moderate,M1,33.278670
moderate,M1,8.232628
moderate,M1,5.296800
moderate,M1,33.937687
moderate,M1,29.822889
moderate,M1,8.367655
moderate,M1,37.616214
moderate,M1,25.297279
moderate,M1,7.424837
moderate,M1,62.948439
moderate,M1,8.369832
moderate,M1,12.303912
moderate,M1,11.420075
moderate,M1,2.227301
moderate,M1,9.007135
moderate,M1,25.888952
moderate,M1,22.393623
moderate,M1,14.365545
moderate,M1,1.940069
moderate,M1,6.246683
moderate,M1,18.385303
moderate,M1,14.668804
moderate,M1,3.472476
moderate,M1,37.075010
moderate,M1,8.274389
moderate,M1,35.359808
moderate,M1,1.000000
moderate,M1,6.277596
moderate,M1,26.573359
moderate,M1,8.419064
moderate,M1,9.673955
moderate,M1,13.317853
moderate,M1,20.922037
moderate,M1,16.044762
moderate,M1,41.116971
moderate,M1,11.587035
moderate,M1,21.239449
moderate,M1,1.646970
moderate,M1,1.000000
moderate,M1,10.214201
moderate,M1,5.967784
moderate,M1,1.000000
moderate,M1,39.991224
moderate,M1,41.273334
moderate,M1,2.850789
moderate,M1,1.000000
moderate,M1,22.124929
moderate,M1,13.226255
